title,genre,publisher,developer,console,total_sales,na_sales,jp_sales,pal_sales,other_sales,critic_score,release_date,num_platforms
Eragon,Action,Sierra Entertainment,Stormfront Studios,X360,0.14,0.12,0.00,0.01,0.01,42.00,2006-11-14,1
Epidemic,Shooter,Sony Computer Entertainment,Genki,PS,0.14,0.02,0.10,0.01,0.01,0.00,1996-10-31,1
Interactive Sampler Disc 6,Misc,Sony Computer Entertainment,Various,PS,0.14,0.08,0.00,0.05,0.01,0.00,1998-01-01,1
The Operative: No One Lives Forever,Shooter,Sierra Entertainment,Monolith Productions,PS2,0.14,0.07,0.00,0.05,0.02,68.00,2002-04-16,1
MySims Collection,Misc,Electronic Arts,The Sims Studio,Wii,0.14,0.13,0.00,0.00,0.01,0.00,2010-11-09,1
Gallop & Ride!,Sports,THQ,THQ,Wii,0.14,0.13,0.00,0.00,0.01,0.00,2008-11-20,1
Project V6,Strategy,General Entertainment,General Entertainment,PS,0.14,0.00,0.13,0.00,0.01,0.00,1998-02-26,1
Jikkyou Powerful Pro Yakyuu Wii,Sports,Konami,PawaPuro Production,Wii,0.14,0.00,0.14,0.00,0.00,0.00,2007-07-19,1
History Channel: Civil War - A Nation Divided,Shooter,Activision,Cauldron Ltd.,X360,0.14,0.13,0.00,0.00,0.01,0.00,2006-11-14,1
The Bombing Islands,Platform,Kemco,Kemco,PS,0.14,0.08,0.00,0.05,0.01,0.00,2001-04-26,1
Etrian Odyssey 2 Untold: Knight of Fafnir,Role-Playing,Atlus,Atlus,3DS,0.14,0.09,0.00,0.02,0.03,80.00,2015-08-04,1
Eternal Poison,Role-Playing,Atlus,Flight-Plan,PS2,0.14,0.07,0.00,0.05,0.02,0.00,2008-11-11,1
TRINITY: Souls of Zill O'll,Role-Playing,Tecmo Koei,Omega Force,PS3,0.14,0.06,0.03,0.03,0.01,55.00,2011-02-08,1
Shining Force CD,Strategy,Sega,Camelot Software Planning,SCD,0.14,0.00,0.14,0.00,0.00,0.00,1994-07-21,1
Child of Light,Role-Playing,Ubisoft,Ubisoft Montreal,"PC, PS4, PSV",0.14,0.00,0.06,0.07,0.01,0.00,2014-07-01,3
Chikyuu Boueigun 2 Portable,Action,D3 Publisher,Sandlot,PSP,0.14,0.00,0.14,0.00,0.00,0.00,2011-04-07,1
Heatseeker,Simulation,Codemasters,IR Gurus,"PSP, Wii",0.14,0.12,0.00,0.00,0.01,51.50,2007-05-01,2
Gungrave: Overdose,Shooter,Mastiff,"Ikusabune Co., Ltd.",PS2,0.14,0.07,0.00,0.05,0.02,0.00,2004-09-15,1
Gungnir,Role-Playing,Atlus,Sting,PSP,0.14,0.08,0.04,0.00,0.02,74.00,2012-06-12,1
Alien Syndrome,Role-Playing,Sega,Totally Games,"PSP, Wii",0.14,0.12,0.00,0.00,0.01,50.50,2007-07-24,2
Jim Henson's the Muppets: On With the Show!,Action,TDK Mediactive,Vicarious Visions,GBA,0.14,0.10,0.00,0.04,0.00,63.00,2003-03-18,1
Pro Yakyuu Netsu Star 2006,Sports,Namco,Namco,PS2,0.14,0.00,0.14,0.00,0.00,0.00,2006-04-06,1
Space Venus starring Morning Musume,Misc,Sony Music Entertainment,Sony Music Entertainment Inc.,PS2,0.14,0.00,0.14,0.00,0.00,0.00,2001-01-11,1
Cake Mania 3,Simulation,Majesco,Sandlot Games / Digital Embryo,DS,0.14,0.13,0.00,0.00,0.01,0.00,2009-10-13,1
Guilty Gear,Fighting,Atlus,Arc System Works,PS,0.14,0.03,0.07,0.02,0.01,0.00,1998-10-31,1
Drawn to Life Collection,Misc,THQ,5TH Cell,DS,0.14,0.13,0.00,0.00,0.01,0.00,2010-11-23,1
LEGO Island Xtreme Stunts,Racing,LEGO Media,Silicon Dreams,GBA,0.14,0.10,0.00,0.04,0.00,0.00,2002-11-15,1
WCW Backstage Assault,Action,Electronic Arts,Unknown,N64,0.14,0.11,0.00,0.03,0.00,0.00,2000-12-12,1
BIT.TRIP SAGA,Platform,Aksys Games,Gaijin Games Inc.,3DS,0.14,0.09,0.00,0.04,0.01,75.00,2011-09-13,1
Thunder Truck Rally,Racing,Psygnosis,Reflections Interactive,PS,0.14,0.08,0.00,0.05,0.01,0.00,1997-05-31,1
Chicken Shoot,Shooter,"Destination Software, Inc",FrontLine Studios,DS,0.14,0.13,0.00,0.00,0.01,0.00,2007-07-10,1
Shining Soul,Role-Playing,Atlus,Next Entertainment,GBA,0.14,0.03,0.09,0.01,0.00,0.00,2003-09-23,1
Shining Resonance,Role-Playing,Sega,Media.Vision,PS3,0.14,0.00,0.14,0.00,0.00,0.00,2014-12-11,1
Wonder World Amusement Park,Misc,Majesco,Coyote Console,"DS, Wii",0.14,0.12,0.00,0.00,0.01,0.00,2008-07-08,2
Hyperdimension Neptunia Re;Birth1,Role-Playing,Idea Factory,Idea Factory,PSV,0.14,0.05,0.07,0.00,0.02,0.00,2014-08-26,1
Super Robot Taisen OG Saga: Endless Frontier (JP sales),Role-Playing,Atlus,Monolith Soft,DS,0.14,0.00,0.14,0.00,0.00,0.00,2009-04-28,1
Mr. Driller: Drill Spirits,Puzzle,Namco,Namco,DS,0.14,0.08,0.05,0.00,0.01,0.00,2004-11-30,1
Hexyz Force,Role-Playing,Atlus,Sting,PSP,0.14,0.07,0.06,0.00,0.01,67.00,2010-05-25,1
Heroes over Europe,Simulation,Ubisoft,Transmission Games,X360,0.14,0.10,0.00,0.02,0.01,0.00,2009-09-15,1
Puyo Puyo!! 20th Anniversary,Puzzle,Sega,Sega,DS,0.14,0.00,0.14,0.00,0.00,0.00,2011-07-14,1
Ribbit King,Sports,Bandai,Bandai,"GC, PS2",0.14,0.09,0.00,0.05,0.01,0.00,2004-06-08,2
Risen 3: Titan Lords,Role-Playing,Deep Silver,Piranha Bytes,"PS3, X360",0.14,0.04,0.00,0.09,0.01,0.00,2014-08-12,2
Fairy Fencer F: Advent Dark Force,Role-Playing,Idea Factory International,Compile Heart,PS4,0.14,0.06,0.06,0.00,0.01,0.00,2016-07-26,1
Shadow Hearts: From The New World,Role-Playing,Xseed Games,Nautilus,PS2,0.14,0.07,0.00,0.06,0.02,76.00,2006-03-07,1
Attack of the Movies 3D,Shooter,Majesco,Panic Button Games Inc.,"Wii, X360",0.14,0.13,0.00,0.00,0.01,0.00,2010-05-18,2
Tim Burton's The Nightmare Before Christmas: The Pumpkin King,Platform,Buena Vista,TOSE Software,GBA,0.14,0.10,0.00,0.04,0.00,0.00,2005-10-10,1
Taiko no Tatsujin: Don Don! Mystery Adventure,Music,Namco Bandai Games,Namco Bandai Games,3DS,0.14,0.00,0.14,0.00,0.00,0.00,2016-06-16,1
Okami HD,Action-Adventure,Capcom,HexaDrive,PS3,0.14,0.00,0.14,0.00,0.00,0.00,2012-10-30,1
Okaeri! Chibi-Robo! Happy Richie Oosouji,Adventure,Nintendo,skip Ltd.,DS,0.14,0.00,0.14,0.00,0.00,0.00,2009-07-23,1
Pet Pals: Animal Doctor,Simulation,Legacy Interactive,Legacy Interactive,Wii,0.14,0.13,0.00,0.00,0.01,0.00,2008-11-11,1
Salt Lake 2002,Sports,Eidos Interactive,Attention To Detail,PS2,0.14,0.07,0.00,0.05,0.02,0.00,2002-01-29,1
Paws & Claws: Pet Vet 2,Simulation,THQ,ValuSoft,DS,0.14,0.13,0.00,0.00,0.01,0.00,2007-08-07,1
Cranium Kabookii,Misc,Ubisoft,Ubisoft Quebec,Wii,0.14,0.13,0.00,0.00,0.01,0.00,2007-12-04,1
Adventures to Go!,Role-Playing,Natsume,Global A Entertainment,PSP,0.14,0.11,0.01,0.00,0.02,0.00,2009-10-27,1
Adventure Time: The Secret of the Nameless Kingdom,Adventure,Little Orbit,WayForward Technologies,"3DS, X360",0.14,0.00,0.00,0.13,0.00,0.00,2014-10-18,2
Super Dodgeball Brawlers,Sports,Aksys Games,Million,DS,0.14,0.13,0.00,0.00,0.01,0.00,2008-05-27,1
Super Puzzle Fighter II Turbo,Puzzle,Capcom,Capcom,PS,0.14,0.08,0.00,0.05,0.01,0.00,1996-11-30,1
World Championship Poker: Howard Lederer - All In,Misc,Crave Entertainment,Point of View,PSP,0.14,0.13,0.00,0.00,0.01,51.00,2006-09-05,1
MotoGP '06,Racing,THQ,Climax Studios,X360,0.14,0.11,0.00,0.01,0.01,83.00,2006-06-12,1
Fear Factor: Unleashed,Action,Hip Interactive,Arush Entertainment,GBA,0.14,0.10,0.00,0.04,0.00,30.00,2004-11-17,1
Cabela's African Safari,Sports,Activision,Activision Value,X360,0.14,0.13,0.00,0.00,0.01,0.00,2006-11-21,1
Yu-Gi-Oh! Monster Capture GB,Role-Playing,Konami,Konami,GB,0.14,0.00,0.14,0.00,0.00,0.00,2000-04-13,1
Onimusha Essentials,Action,Capcom,Capcom,PS2,0.14,0.07,0.00,0.05,0.02,0.00,2008-11-13,1
Senran Kagura Burst,Action,Xseed Games,Tamsoft,3DS,0.14,0.00,0.14,0.00,0.00,0.00,2013-11-14,1
Vampire Night,Shooter,Namco,Wow Entertainment,PS2,0.14,0.07,0.00,0.05,0.02,64.00,2001-11-14,1
Class of Heroes,Role-Playing,Atlus,ZeroDiv,PSP,0.14,0.06,0.08,0.00,0.01,54.00,2009-06-09,1
Magnetica,Puzzle,Nintendo,Mitchell,DS,0.14,0.08,0.03,0.01,0.01,0.00,2006-06-05,1
Kid Adventures: Sky Captain,Action,D3 Publisher,Torus Games,Wii,0.14,0.09,0.00,0.04,0.01,0.00,2010-05-25,1
Secret Agent Clank,Platform,Sony Computer Entertainment,High Impact Games,PSP,0.14,0.04,0.04,0.04,0.02,70.00,2008-06-17,1
Cabela's Dangerous Hunts 2,Sports,Activision,FUN Labs,"GC, XB",0.14,0.11,0.00,0.03,0.00,65.00,2005-11-16,2
In the Hunt,Shooter,THQ,Xing Entertainment,PS,0.14,0.03,0.07,0.02,0.01,0.00,1996-03-01,1
CSI: 3 Dimensions of Murder,Adventure,Ubisoft,Ubisoft Bulgaria,PS2,0.14,0.07,0.00,0.06,0.02,0.00,2007-09-25,1
Ecco the Dolphin: Defender of the Future,Adventure,Acclaim Entertainment,Appaloosa Interactive,PS2,0.14,0.07,0.00,0.05,0.02,78.00,2002-03-03,1
Bottom of the 9th,Sports,Konami,Konami,PS,0.14,0.08,0.00,0.05,0.01,80.00,1996-04-04,1
Bust-A-Move Deluxe,Puzzle,Majesco,Dreams,PSP,0.14,0.13,0.00,0.00,0.01,71.00,2006-04-04,1
Star Trek: Shattered Universe,Simulation,TDK Mediactive,Starsphere Interactive,"PS2, XB",0.14,0.08,0.00,0.05,0.01,0.00,2004-01-13,2
Sega Genesis Collection,Misc,Sega,Digital Eclipse,PS2,0.14,0.00,0.00,0.02,0.12,0.00,2006-11-07,1
OutRun 2,Racing,Microsoft,Sumo Digital,XB,0.14,0.11,0.00,0.03,0.01,0.00,2004-10-25,1
Our House Party!,Simulation,Majesco,BudCat Creations,Wii,0.14,0.13,0.00,0.00,0.01,0.00,2009-09-22,1
To Heart,Adventure,Aquaplus,Aquaplus,PS,0.14,0.00,0.13,0.00,0.01,0.00,1999-03-25,1
Kidou Senshi Gundam: Shin Gihren no Yabou,Strategy,Namco Bandai,Namco Bandai Games,PSP,0.14,0.00,0.14,0.00,0.00,0.00,2011-08-25,1
Kidou Senshi Gundam: Giren no Yabou - Axis no Kyoui V,Strategy,Namco Bandai,Bec,"PS2, PSP",0.14,0.00,0.14,0.00,0.00,0.00,2009-02-12,2
Sengoku Basara 4: Sumeragi,Action,Capcom,Unknown,"PS3, PS4",0.14,0.00,0.14,0.00,0.00,0.00,2015-07-23,2
Sengoku Musou 3 Empires,Action,Tecmo Koei,Omega Force,PS3,0.14,0.00,0.14,0.00,0.00,0.00,2011-08-25,1
The Fifth Element,Action,Activision,Kalisto,PS,0.14,0.08,0.00,0.05,0.01,37.00,1998-09-30,1
Metal Slug 7,Shooter,Ignition Entertainment,SNK Playmore Corporation,DS,0.14,0.12,0.01,0.00,0.01,69.00,2008-11-18,1
Buck Fever,Sports,Destineer,Cokem International,Wii,0.14,0.13,0.00,0.00,0.01,0.00,2009-11-17,1
Red Faction: Guerrilla Re-Mars-tered,Shooter,THQ Nordic,Volition,"PS4, XOne",0.14,0.08,0.00,0.05,0.02,0.00,2018-07-03,2
Freaky Flyers,Racing,Midway Games,Midway Games,"GC, PS2, XB",0.14,0.08,0.00,0.05,0.01,0.00,2003-08-05,3
Go Play: Circus Star,Action,Majesco,N-Fusion Interactive Entertainment Corp.,Wii,0.14,0.13,0.00,0.00,0.01,0.00,2009-06-09,1
RLH: Run Like Hell,Shooter,Interplay,Digital Mayhem,"PS2, XB",0.14,0.08,0.00,0.05,0.01,0.00,2003-04-09,2
Frank Thomas Big Hurt Baseball,Sports,Acclaim Entertainment,Iguana Entertainment,PS,0.14,0.08,0.00,0.05,0.01,0.00,1996-06-05,1
QuickSpot,Misc,Namco Bandai,Namco Bandai Games America,DS,0.14,0.01,0.13,0.00,0.00,0.00,2007-03-19,1
"Lunar 2: Eternal Blue(sales, but wrong system)",Role-Playing,Game Arts,Game Arts,GEN,0.14,0.00,0.14,0.00,0.00,0.00,1994-12-22,1
.hack//Link,Role-Playing,Namco Bandai,CyberConnect2,PSP,0.14,0.00,0.14,0.00,0.00,0.00,2010-03-04,1
Kenka Banchou 5: Otoko no Housoku,Action,Spike,Spike,PSP,0.14,0.00,0.14,0.00,0.00,0.00,2011-01-27,1
Pac-Man World Rally,Racing,Namco Bandai,Smart Bomb Interactive,"GC, PS2, PSP",0.14,0.11,0.00,0.03,0.00,0.00,2006-08-22,3
PANGYA: Fantasy Golf,Sports,Tommo,Ntreev Soft,PSP,0.14,0.09,0.04,0.00,0.01,0.00,2009-06-23,1
PaRappa The Rapper 2,Misc,Sony Computer Entertainment,NanaOn-Sha,PS2,0.14,0.07,0.00,0.05,0.02,0.00,2002-01-23,1
G.I. Joe: The Rise of Cobra,Action,Electronic Arts,Fall Line Studio,DS,0.14,0.11,0.00,0.01,0.01,56.00,2009-08-04,1
Tamagotchi no Appare! Niji Venture,Role-Playing,Namco Bandai,Jupiter Corporation,DS,0.14,0.00,0.14,0.00,0.00,0.00,2007-03-29,1
Victorious Boxers: Revolution,Fighting,Xseed Games,Cavia Inc.,Wii,0.14,0.07,0.06,0.00,0.01,58.00,2007-10-23,1
Queen's Gate: Spiral Chaos,Role-Playing,Namco Bandai,Bandai Namco Games,PSP,0.14,0.00,0.14,0.00,0.00,0.00,2011-07-28,1
Cyberdimension Neptunia: 4 Goddesses Online,Role-Playing,Idea Factory International,Compile Heart,PS4,0.14,0.06,0.07,0.00,0.01,0.00,2017-10-10,1
¡Shin Chan Flipa en colores!,Platform,505 Games,Inti Creates,DS,0.14,0.00,0.14,0.00,0.00,0.00,2007-11-16,1
Rapala Fishing Pro Series,Simulation,GameMill,"Concrete Software, Inc.","PS4, XOne",0.14,0.11,0.00,0.00,0.03,0.00,2017-10-24,2
Cyber Sled,Action,Namco,Namco,PS,0.14,0.00,0.13,0.00,0.01,0.00,1995-10-18,1
Dynasty Warriors 7: Empires,Action,Tecmo Koei,Omega Force,PS3,0.14,0.00,0.14,0.00,0.00,0.00,2012-11-08,1
Micro Machines 64 Turbo,Racing,Midway Games,Codemasters,N64,0.14,0.11,0.00,0.03,0.00,0.00,1999-03-24,1
Micro Machines,Racing,Infogrames,Atari,PS2,0.14,0.07,0.00,0.05,0.02,0.00,2003-03-19,1
Let's Cheer,Misc,2K Play,Cat Daddy Games,X360,0.14,0.12,0.00,0.00,0.01,0.00,2011-11-07,1
Bravo Air Race,Racing,THQ,Xing Entertainment,PS,0.14,0.08,0.00,0.05,0.01,53.00,1997-09-30,1
Touch My Katamari,Puzzle,Namco Bandai Games,Namco Bandai Games,PSV,0.14,0.07,0.00,0.04,0.03,0.00,2012-02-21,1
Rayman 3,Platform,Ubisoft,Ubisoft,GBA,0.14,0.10,0.00,0.04,0.00,79.00,2003-03-02,1
Zathura,Adventure,2K Games,High Voltage Software,"PS2, XB",0.14,0.08,0.00,0.05,0.02,0.00,2005-11-02,2
Monster High: New Ghoul in School,Action,Little Orbit,Torus Games,"3DS, PS3, Wii, X360",0.14,0.00,0.00,0.13,0.01,0.00,2015-10-27,4
Styx: Shards of Darkness,Action,Focus Home Interactive,Cyanide Studio,"PS4, XOne",0.13,0.11,0.00,0.00,0.02,0.00,2017-03-14,2
Zoobles! Spring to Life!,Misc,Activision,Activision,DS,0.13,0.10,0.00,0.02,0.01,0.00,2011-11-01,1
Fushigi no Dungeon: Fuurai no Shiren 4 - Kami no Hitomi to Akuma no Heso,Role-Playing,Spike,ChunSoft,DS,0.13,0.00,0.13,0.00,0.00,0.00,2010-02-25,1
Farming Simulator 18,Simulation,Focus Home Interactive,Giants Software,"3DS, PSV",0.13,0.06,0.00,0.07,0.01,0.00,2017-06-06,2
Castrol Honda Superbike Racing,Racing,Electronic Arts,Midas Interactive Entertainment,PS,0.13,0.07,0.00,0.05,0.01,39.00,1999-05-25,1
X-Men: Next Dimension,Fighting,Activision,EXAKT Entertainment,GC,0.13,0.10,0.00,0.03,0.00,70.00,2002-10-15,1
Fatal Inertia,Racing,KOEI,Koei Canada,X360,0.13,0.12,0.00,0.00,0.01,0.00,2007-09-11,1
Freestyle Metal X,Racing,Midway Games,Deibus Studios,"GC, PS2, XB",0.13,0.07,0.00,0.03,0.01,0.00,2003-09-12,3
Code Geass: Hangyaku no Lelouch - Lost Colors,Adventure,Namco Bandai,Bandai Namco Games,"PS2, PSP",0.13,0.00,0.13,0.00,0.00,0.00,2008-03-27,2
TOCA Race Driver 3: The Ultimate Racing Simulator,Racing,Codemasters,Codemasters,"PC, PS2, XB",0.13,0.07,0.00,0.06,0.01,0.00,2006-02-22,3
SkullMonkeys,Platform,Electronic Arts,"The Neverhood, Inc.",PS,0.13,0.07,0.00,0.05,0.01,0.00,1998-01-31,1
NTRA Breeders' Cup World Thoroughbred Championships,Sports,Bethesda Softworks,4J Studios,PS2,0.13,0.07,0.00,0.05,0.02,0.00,2005-09-29,1
FIFA Soccer 06,Sports,EA Sports,Exient Entertainment,"DS, GBA",0.13,0.10,0.00,0.02,0.00,0.00,2005-10-04,2
Alone in the Dark: Inferno,Adventure,Atari,Eden Studios,PS3,0.13,0.09,0.00,0.03,0.01,0.00,2008-11-18,1
Rumble Roses XX,Fighting,Konami,Yuke's Future Media Creators,X360,0.13,0.07,0.04,0.01,0.01,65.00,2006-03-28,1
Rurouni Kenshin: Enjou! Kyoto Rinne,Action,Banpresto,Eighting,PS2,0.13,0.00,0.13,0.00,0.00,0.00,2006-09-14,1
Disgaea 1 Complete,Role-Playing,NIS America,Nippon Ichi Software,"NS, PS4",0.13,0.07,0.02,0.01,0.01,80.00,2018-10-09,2
Medalot 7,Role-Playing,Rocket Company,Delta Factory,3DS,0.13,0.00,0.13,0.00,0.00,0.00,2012-09-13,1
Fat Princess: Fistful of Cake,Action,Sony Computer Entertainment,SuperVillain Studios,PSP,0.13,0.08,0.00,0.02,0.02,70.00,2010-05-04,1
Suzumiya Haruhi no Tomadoi,Adventure,Banpresto,Banpresto,PS2,0.13,0.00,0.13,0.00,0.00,0.00,2008-01-31,1
Castlevania Chronicles,Platform,Konami,Konami Computer Entertainment Tokyo,PS,0.13,0.07,0.00,0.05,0.01,72.00,2001-10-08,1
Shaman King: Power of Spirit,Adventure,Konami,WinkySoft,PS2,0.13,0.06,0.00,0.05,0.02,0.00,2004-11-09,1
RealSports Volleyball,Sports,Atari,Atari,2600,0.13,0.12,0.00,0.01,0.00,0.00,1982-01-01,1
Reality Fighters,Fighting,Sony Computer Entertainment,Sony Computer Entertainment,PSV,0.13,0.05,0.00,0.06,0.03,0.00,2012-03-13,1
Littlest Pet Shop: Spring,Simulation,Electronic Arts,EA Salt Lake,DS,0.13,0.12,0.00,0.00,0.01,0.00,2009-03-03,1
18 Wheels of Steel: Extreme Trucker 2,Racing,THQ,SCS Software,PC,0.13,0.10,0.00,0.02,0.01,0.00,2011-01-06,1
Divinity II: The Dragon Knight Saga,Role-Playing,Atlus,Larian Studios,X360,0.13,0.11,0.00,0.02,0.01,75.00,2011-04-12,1
Castlevania: Legacy of Darkness,Platform,Konami,KCEK,N64,0.13,0.06,0.05,0.02,0.00,0.00,1999-11-30,1
Baseball Advance,Sports,THQ,Smilebit,GBA,0.13,0.10,0.00,0.04,0.00,83.00,2002-03-20,1
Disney's Kim Possible: Kimmunicator,Platform,Buena Vista,Artificial Mind and Movement,DS,0.13,0.11,0.00,0.01,0.01,0.00,2005-11-09,1
Gladiator Begins,Action,Aksys Games,Acquire,PSP,0.13,0.05,0.05,0.01,0.01,0.00,2010-09-14,1
Assassin's Creed II: Deluxe Edition,Action,Ubisoft,Ubisoft Montreal,PC,0.13,0.00,0.00,0.10,0.03,0.00,2010-03-09,1
Pop'n Music Portable,Misc,Konami,Konami,PSP,0.13,0.00,0.13,0.00,0.00,0.00,2010-02-04,1
Mayhem 3D,Racing,Evolved Games,Zoo Games,"PS3, X360",0.13,0.11,0.00,0.00,0.02,0.00,2011-03-22,2
Medal of Honor: Vanguard,Shooter,Electronic Arts,EA Los Angeles,"PS2, Wii",0.13,0.06,0.03,0.03,0.01,0.00,2007-03-26,2
Shimano Xtreme Fishing,Sports,Mastiff,eV Interactive,Wii,0.13,0.12,0.00,0.00,0.01,0.00,2009-10-20,1
Surf Riders,Sports,Ubisoft,ACOT,PS,0.13,0.07,0.00,0.05,0.01,0.00,2000-08-01,1
Pokémon: For Ho-Oh the Bells Toll!: Game Boy Advance Video,Misc,Nintendo,Nintendo,GBA,0.13,0.09,0.00,0.03,0.00,0.00,2004-06-21,1
Rugby Challenge 3,Sports,Alternative Software,Wicked Witch Software,"PS3, PS4, X360, XOne",0.13,0.00,0.00,0.12,0.01,0.00,2016-04-22,4
The House of the Dead,Shooter,Sega,Tantalus Interactive,SAT,0.13,0.00,0.13,0.00,0.00,75.00,1998-03-31,1
NightCaster,Action,Microsoft,Jaleco Entertainment,XB,0.13,0.10,0.00,0.03,0.00,0.00,2002-01-21,1
The Hustle: Detroit Streets,Sports,Activision,Blade Interactive,"PS2, PSP, XB",0.13,0.10,0.00,0.02,0.02,0.00,2005-10-25,3
Kiniro no Corda 3,Adventure,KOEI,Koei,"PS2, PSP",0.13,0.00,0.13,0.00,0.00,0.00,2010-02-25,2
Aikatsu! 365 Idol Days,Adventure,Bandai Namco Games,Bandai Namco Games,3DS,0.13,0.00,0.13,0.00,0.00,0.00,2014-12-04,1
Slime MoriMori Dragon Quest 3: Taikaizoku to Shippo Dan,Role-Playing,Square Enix,Square Enix,3DS,0.13,0.00,0.13,0.00,0.00,0.00,2011-11-02,1
Little League World Series Baseball 2009,Sports,Activision,Black Lantern Studios,DS,0.13,0.12,0.00,0.00,0.01,0.00,2009-06-23,1
Smart Boy's Gameroom,Misc,UFO Interactive,Starfish Inc.,DS,0.13,0.12,0.00,0.00,0.01,0.00,2007-09-18,1
Smash Court Tennis Pro Tournament 2,Sports,Namco,Namco,PS2,0.13,0.06,0.00,0.05,0.02,0.00,2004-06-08,1
The History Channel: Great Battles - Medieval,Strategy,Slitherine Software,Slitherine Software,X360,0.13,0.08,0.00,0.04,0.01,0.00,2011-05-09,1
Nagano Winter Olympics '98,Sports,Konami,Konami,PS,0.13,0.07,0.00,0.05,0.01,0.00,1997-12-31,1
Wasteland 2,Misc,inXile Entertainment,Unknown,PC,0.13,0.06,0.00,0.06,0.01,0.00,2020-12-31,1
Barbie and The Three Musketeers,Adventure,Activision,Activision,DS,0.13,0.12,0.00,0.00,0.01,0.00,2009-11-03,1
Namco Soccer Prime Goal,Sports,Sony Computer Entertainment,Namco,PS,0.13,0.00,0.12,0.00,0.01,0.00,1996-11-01,1
Portal Runner,Platform,3DO,3DO,PS2,0.13,0.06,0.00,0.05,0.02,67.00,2001-09-10,1
Snood,Puzzle,"Destination Software, Inc",Rebellion Developments,GBA,0.13,0.09,0.00,0.03,0.00,0.00,2001-09-28,1
Iridion II,Shooter,Majesco,Shin'en GmbH,GBA,0.13,0.09,0.00,0.03,0.00,79.00,2003-05-29,1
City Crisis,Simulation,Take-Two Interactive,Syscom Entertainment,PS2,0.13,0.06,0.00,0.05,0.02,0.00,2001-07-17,1
Classic NES Series: Dr. Mario,Puzzle,Nintendo,Nintendo EAD,GBA,0.13,0.00,0.13,0.00,0.00,61.00,2004-10-25,1
Freddi Fish: ABC under the sea,Misc,Atari,Humongous Entertainment,DS,0.13,0.12,0.00,0.00,0.01,0.00,2010-10-05,1
Red Orchestra 2: Heroes of Stalingrad,Shooter,Tripwire Interactive,Tripwire Interactive,PC,0.13,0.04,0.00,0.07,0.02,77.00,2011-09-13,1
WWE Survivor Series,Fighting,THQ,Natsume,GBA,0.13,0.09,0.00,0.04,0.00,0.00,2004-10-12,1
Gunstar Heroes,Shooter,Sega,"Treasure Co., Ltd.",GEN,0.13,0.00,0.13,0.00,0.00,0.00,1993-09-09,1
Shin Megami Tensei: Devil Survivor 2 Record Breaker,Role-Playing,Atlus,Atlus,3DS,0.13,0.00,0.10,0.02,0.00,84.00,2015-05-05,1
Shin Megami Tensei: Digital Devil Saga,Role-Playing,Atlus,Atlus Co.,PS2,0.13,0.06,0.00,0.05,0.02,76.00,2005-04-05,1
James Bond 007: Nightfire,Shooter,Electronic Arts,JV Games,GBA,0.13,0.10,0.00,0.04,0.00,72.00,2003-03-17,1
Kororinpa: Marble Mania,Puzzle,Konami,Hudson Soft,Wii,0.13,0.08,0.03,0.02,0.01,0.00,2007-03-20,1
Azure Dreams,Role-Playing,Konami,Konami Computer Entertainment Tokyo,PS,0.13,0.07,0.00,0.05,0.01,74.00,1998-07-12,1
Haunted House,Adventure,Atari,ImaginEngine,Wii,0.13,0.12,0.00,0.00,0.01,0.00,2010-09-28,1
Back At The Barnyard: Slop Bucket Games,Sports,THQ,Firemint,DS,0.13,0.12,0.00,0.00,0.01,0.00,2008-10-20,1
Syberia,Adventure,The Adventure Company,TetraEdge Games,DS,0.13,0.10,0.00,0.02,0.01,0.00,2008-11-25,1
Soccer Tsuku DS: World Challenge 2010,Sports,Sega,Sega,DS,0.13,0.00,0.13,0.00,0.00,0.00,2010-05-27,1
The Legend of Heroes: Trails of Cold Steel III,Role-Playing,NIS America,Nihon Falcom Corporation,PS4,0.13,0.00,0.13,0.00,0.00,70.00,2019-09-24,1
Learn Math,Puzzle,DreamCatcher Interactive,DreamCatcher Interactive,DS,0.13,0.12,0.00,0.00,0.01,0.00,2009-12-22,1
Left Brain Right Brain 2,Misc,Majesco,Kokolo Corporation,DS,0.13,0.12,0.00,0.00,0.01,0.00,2008-12-09,1
Armed and Dangerous,Shooter,LucasArts,Planet Moon Studios,XB,0.13,0.09,0.00,0.03,0.00,0.00,2003-12-02,1
The Legend of Heroes: Trails of Cold Steel IV,Role-Playing,NIS America,Falcom,PS4,0.13,0.00,0.13,0.00,0.00,0.00,2020-10-27,1
Cars 2,Racing,Disney Interactive Studios,Disney Interactive,PSP,0.13,0.10,0.00,0.01,0.02,0.00,2011-11-08,1
Power Pro Kun Pocket 13,Sports,Konami,PawaPuro Production,DS,0.13,0.00,0.13,0.00,0.00,0.00,2010-11-25,1
Superman: The Man of Steel,Action,Atari,Circus Freak,XB,0.13,0.10,0.00,0.03,0.00,0.00,2002-11-19,1
Jikkyou Powerful Pro Yakyuu 12 Ketteiban,Sports,Konami,PawaPuro Production,"GC, PS2",0.13,0.00,0.13,0.00,0.00,0.00,2005-12-15,2
Wild Earth: African Safari,Simulation,Majesco,Super X Studios,Wii,0.13,0.10,0.00,0.02,0.01,0.00,2008-04-22,1
Mega Man IV,Platform,Capcom,Capcom,GB,0.13,0.00,0.13,0.00,0.00,0.00,1993-01-01,1
